,No_,Name,Address,City,Customer Posting Group,Salesperson Code,Shipment Method Code,Country_Region Code,Gen_ Bus_ Posting Group,County,CityState,Customer,StateCountry,Post Code,GeoColumn With Address,GeoColumn,State Area Code,State Zone Code,State Location Code,Mkt Segment,On premise/off premise,longitude,latitude,coordinates
1133,2REDEY,RED EYE GRILL LP,888 SEVENTH AVE SOUTH,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2REDEY RED EYE GRILL LP,"NY, ",10106,888 SEVENTH AVE SOUTH NEW YORK NY  10106 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,,Metro,On premise,-73.9804,40.7652,"[-73.9804, 40.7652]"
1134,2ROCKC,ROCK CENTER CAFE,20 WEST 50 STREET,NEW YORK,2NYRESTAUR,CLU,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ROCKC ROCK CENTER CAFE,"NY, ",10020,20 WEST 50 STREET NEW YORK NY  10020 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,ROCKEFELLER,Metro,On premise,-73.9968,40.7354,"[-73.9968, 40.7354]"
1135,2SEAGR,THE SEA GRILL,19 WEST 49TH ST.,NEW YORK,2NYRESTAUR,CLU,FLEETWOOD,,NYRES,NY,NEW YORK NY,2SEAGR THE SEA GRILL,"NY, ",10020,19 WEST 49TH ST. NEW YORK NY  10020 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,ROCKEFELLER,Metro,On premise,-73.9968,40.7354,"[-73.9968, 40.7354]"
1136,2SKY,THE SKYLARK,530 7TH AVENUE SUITE 401,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2SKY THE SKYLARK,"NY, ",10018,530 7TH AVENUE SUITE 401 NEW YORK NY  10018 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,CLINTON,Metro,On premise,-73.9925,40.7547,"[-73.9925, 40.7547]"
1137,2TAM,MERCATO,352 W.39TH ST.,NEW YORK,2NYRESTAUR,DES,FLEETWOOD,,NYRES,NY,NEW YORK NY,2TAM MERCATO,"NY, ",10018,352 W.39TH ST. NEW YORK NY  10018 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,CLINTON,Metro,On premise,-73.9925,40.7547,"[-73.9925, 40.7547]"
1138,2TAVP,TAVOLINO,496 9TH AVE,NEW YORK,2NYRESTAUR,DES,,,NYRES,NY,NEW YORK NY,2TAVP TAVOLINO,"NY, ",10018,496 9TH AVE NEW YORK NY  10018 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,CLINTON,Metro,On premise,-73.9925,40.7547,"[-73.9925, 40.7547]"
1139,2TCH,THE CAPITAL GRILLE TIME LIFE,120 W.51 ST.,NEW YORK,2NYRESTAUR,CCV2,CE,,NYRES,NY,NEW YORK NY,2TCH THE CAPITAL GRILLE TIME LIFE,"NY, ",10020,120 W.51 ST. NEW YORK NY  10020 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,ROCKEFELLER,Metro,On premise,-73.9968,40.7354,"[-73.9968, 40.7354]"
1140,2TRATT,NAPLES 45,200 PARK AVE.,NEW YORK,2NYRESTAUR,CLU,FLEETWOOD,,NYRES,NY,NEW YORK NY,2TRATT NAPLES 45,"NY, ",10166,200 PARK AVE. NEW YORK NY  10166 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,,Metro,On premise,-73.9762,40.7546,"[-73.9762, 40.7546]"
1141,2TROPI,TROPICA,200 C PARK AVENUE,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2TROPI TROPICA,"NY, ",10166,200 C PARK AVENUE NEW YORK NY  10166 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,,Metro,On premise,-73.9762,40.7546,"[-73.9762, 40.7546]"
1142,2TUSSQ,TUSCAN SQUARE,630 5TH AVENUE,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2TUSSQ TUSCAN SQUARE,"NY, ",10020,630 5TH AVENUE NEW YORK NY  10020 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,ROCKEFELLER,Metro,On premise,-73.9968,40.7354,"[-73.9968, 40.7354]"
1143,2VINCE,VINCE & EDDIE,70 WEST 68TH STREET,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2VINCE VINCE & EDDIE,"NY, ",10020,70 WEST 68TH STREET NEW YORK NY  10020 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,ROCKEFELLER,Metro,On premise,-73.9968,40.7354,"[-73.9968, 40.7354]"
1144,2VOLA,TAVOLA,488 9TH AVENUE,NEW YORK,2NYRESTAUR,DES,CE,,NYRES,NY,NEW YORK NY,2VOLA TAVOLA,"NY, ",10018,488 9TH AVENUE NEW YORK NY  10018 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,CLINTON,Metro,On premise,-73.9925,40.7547,"[-73.9925, 40.7547]"
1145,2ALLE,ALLEGRETTI,46 WEST 22ND STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ALLE ALLEGRETTI,"NY, ",10010,46 WEST 22ND STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1146,2ALM,ALMAYASS,24 E. 21ST STREET,NEW YORK,2NYRESTAUR,SWA,CE,,NYRES,NY,NEW YORK NY,2ALM ALMAYASS,"NY, ",10010,24 E. 21ST STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1147,2ALVAR,KITCHEN 22,36 E.22ND ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ALVAR KITCHEN 22,"NY, ",10010,36 E.22ND ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1148,2ARENA,SAN ROCCO,39 WEST 24TH STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ARENA SAN ROCCO,"NY, ",10010,39 WEST 24TH STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1149,2AREZZ,AREZZO RESTAURANT,46 WEST 22ND STREET,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2AREZZ AREZZO RESTAURANT,"NY, ",10010,46 WEST 22ND STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1150,2BEE,BEE'S KNEES BAKING COMPANY,347 3RD AVENUE,NEW YORK,2NYRESTAUR,KBU,CE,,NYRES,NY,NEW YORK NY,2BEE BEE'S KNEES BAKING COMPANY,"NY, ",10010,347 3RD AVENUE NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1151,2BIRR,BIRRERIA,200 5TH AVENUE.,NEW YORK,2NYRESTAUR,KBU,FLEETWOOD,,NYRES,NY,NEW YORK NY,2BIRR BIRRERIA,"NY, ",10010,200 5TH AVENUE. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1152,2BLTP,BLT PRIME,111 EAST 22ND STREET,NEW YORK,2NYRESTAUR,SWA,FLEETWOOD,,NYRES,NY,NEW YORK NY,2BLTP BLT PRIME,"NY, ",10010,111 EAST 22ND STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1153,2BLTS,BLT STEAK SOUTHAMPTON,54 W.21ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2BLTS BLT STEAK SOUTHAMPTON,"NY, ",10010,54 W.21ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1154,2BRIO2,BRIO DOWNTOWN NYC,920 BROADWAY,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2BRIO2 BRIO DOWNTOWN NYC,"NY, ",10010,920 BROADWAY NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1155,2BRITS,THE CLOCKTOWER,5 MADISON AVE.,NEW YORK,2NYRESTAUR,NGR,CE,,NYRES,NY,NEW YORK NY,2BRITS THE CLOCKTOWER,"NY, ",10010,5 MADISON AVE. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1156,2CALS,CALS RESTAURANT,55 WEST 21 STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2CALS CALS RESTAURANT,"NY, ",10010,55 WEST 21 STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1157,2CAVA,CAVATAPPO WINE BAR,347 THIRD AVENUE,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2CAVA CAVATAPPO WINE BAR,"NY, ",10010,347 THIRD AVENUE NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1158,2CGM,PURE FOOD AND WINE,54 IRVING PLAZA,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2CGM PURE FOOD AND WINE,"NY, ",10010,54 IRVING PLAZA NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1159,2CHEET,CHEETAHS CLUB,12 W. 21ST ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2CHEET CHEETAHS CLUB,"NY, ",10010,12 W. 21ST ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1160,2CIA,CIANO,45 EAST 22ND ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2CIA CIANO,"NY, ",10010,45 EAST 22ND ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1161,2CICHE,BAR CICHETTI,19 W.21ST ST.-SUITE 202,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2CICHE BAR CICHETTI,"NY, ",10010,19 W.21ST ST.-SUITE 202 NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1162,2COMP,COMPASS GROUP USA,11 MADISON AVENUE 27TH FLR.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2COMP COMPASS GROUP USA,"NY, ",10010,11 MADISON AVENUE 27TH FLR. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1163,2DIAM,STRIP HOUSE 44,15 W.44TH ST.,NEW YORK,2NYRESTAUR,SWA,CE,,NYRES,NY,NEW YORK NY,2DIAM STRIP HOUSE 44,"NY, ",10010,15 W.44TH ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1164,2EAT,EATALY NY LLC,43 W.23RD STREET,NEW YORK,2NYRESTAUR,KBU,FLEETWOOD,,NYRES,NY,NEW YORK NY,2EAT EATALY NY LLC,"NY, ",10010,43 W.23RD STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1165,2EATA,EATALY DOWNTOWN,43 WEST 23RD ST,NEW YORK,2NYRESTAUR,KBU,CE,,NYRES,NY,NEW YORK NY,2EATA EATALY DOWNTOWN,"NY, ",10010,43 WEST 23RD ST NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1166,2ELEV,ELEVEN MADISON PARK,11 MADISON AVENUE,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ELEV ELEVEN MADISON PARK,"NY, ",10010,11 MADISON AVENUE NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1167,2FIAS,INOTECA E LIQUORI,323 THIRD AVENUE,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FIAS INOTECA E LIQUORI,"NY, ",10010,323 THIRD AVENUE NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1168,2FOLLO,FOLLONICO,6 WEST 24TH ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2FOLLO FOLLONICO,"NY, ",10010,6 WEST 24TH ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1169,2GEM,WYNDHAM GARDEN HOTEL,37 W.24TH STREET,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GEM WYNDHAM GARDEN HOTEL,"NY, ",10010,37 W.24TH STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1170,2GIOGI,GIORGIO'S OF GRAMERCY,27 EAST 21 STREET,NEW YORK,2NYRESTAUR,SWA,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GIOGI GIORGIO'S OF GRAMERCY,"NY, ",10010,27 EAST 21 STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1171,2GOTT,GOTTINO ENOTECA E SALUMERIA,52 GREENWICH AVENUE,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GOTT GOTTINO ENOTECA E SALUMERIA,"NY, ",10010,52 GREENWICH AVENUE NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1172,2GPH,GRAMERCY PARK HOTEL,2 LEXINGTON AVENUE,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GPH GRAMERCY PARK HOTEL,"NY, ",10010,2 LEXINGTON AVENUE NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1173,2GRA,GRAVY NY,32 EAST 21ST ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GRA GRAVY NY,"NY, ",10010,32 EAST 21ST ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1174,2GRAN,GRANDUCA TRATTORIA,30 WEST 24TH ST.,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GRAN GRANDUCA TRATTORIA,"NY, ",10010,30 WEST 24TH ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1175,2GUSM,MA & GIA,27 EAST 23RD ST,NEW YORK,2NYRESTAUR,CCV2,FLEETWOOD,,NYRES,NY,NEW YORK NY,2GUSM MA & GIA,"NY, ",10010,27 EAST 23RD ST NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1176,2HAW,THE HAWKSMOOR,109 E.22ND STREET,NEW YORK,2NYRESTAUR,FBU,CE,,NYRES,NY,NEW YORK NY,2HAW THE HAWKSMOOR,"NY, ",10010,109 E.22ND STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1177,2HONIG,HONIG'S WINE & LIQUOR INC.,61 WEST 23RD STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2HONIG HONIG'S WINE & LIQUOR INC.,"NY, ",10010,61 WEST 23RD STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1178,2JINR,TRE STELLE,37 W 24TH ST,NEW YORK,2NYRESTAUR,YYY,,,NYRES,NY,NEW YORK NY,2JINR TRE STELLE,"NY, ",10010,37 W 24TH ST NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1179,2JUN,JUNOON,27 W 24TH STREET,NEW YORK,2NYRESTAUR,CLU,FLEETWOOD,,NYRES,NY,NEW YORK NY,2JUN JUNOON,"NY, ",10010,27 W 24TH STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1180,2JUNI,JUNI,54 W. 21 ST. STE #410,NEW YORK,2NYRESTAUR,CCV2,CE,,NYRES,NY,NEW YORK NY,2JUNI JUNI,"NY, ",10010,54 W. 21 ST. STE #410 NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1181,2LADI,MARKT ON LADIES MILE LLC,676 6TH AVENUE,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LADI MARKT ON LADIES MILE LLC,"NY, ",10010,676 6TH AVENUE NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1182,2LAMA,LAMARCA PASTA RESTAURANT,161 E.22ND ST.,NEW YORK,2NYRESTAUR,CLU,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LAMA LAMARCA PASTA RESTAURANT,"NY, ",10010,161 E.22ND ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1183,2LMON,ALMOND,12 E. 22ND STREET,NEW YORK,2NYRESTAUR,FBU,CE,,NYRES,NY,NEW YORK NY,2LMON ALMOND,"NY, ",10010,12 E. 22ND STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1184,2LUNE,LUNETTA,920 BROADWAY,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2LUNE LUNETTA,"NY, ",10010,920 BROADWAY NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1185,2MAIA,MAIALINO,2 LEXINGTON AVENUE,NEW YORK,2NYRESTAUR,KBU,FLEETWOOD,,NYRES,NY,NEW YORK NY,2MAIA MAIALINO,"NY, ",10010,2 LEXINGTON AVENUE NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1186,2MARCA,LAMARCA PASTA RESTAURANT,282 3RD AVENUE,NEW YORK,2NYRESTAUR,XX,CE,,NYRES,NY,NEW YORK NY,2MARCA LAMARCA PASTA RESTAURANT,"NY, ",10010,282 3RD AVENUE NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1187,2METRC,METRO CAFE & WINE BAR,32 EAST 21ST,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2METRC METRO CAFE & WINE BAR,"NY, ",10010,32 EAST 21ST NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1188,2NOMA,IL FIORISTA NOMAD,17 W.26TH ST.,NEW YORK,2NYRESTAUR,CCV2,CE,,NYRES,NY,NEW YORK NY,2NOMA IL FIORISTA NOMAD,"NY, ",10010,17 W.26TH ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1189,2NOVE,TRATTORIA ZERO OTTO NOVE,15 WEST 21ST ST.,NEW YORK,2NYRESTAUR,VDI,FLEETWOOD,,NYRES,NY,NEW YORK NY,2NOVE TRATTORIA ZERO OTTO NOVE,"NY, ",10010,15 WEST 21ST ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1190,2NOVIT,NOVITA RESTAURANT,102 E. 22ND ST.,NEW YORK,2NYRESTAUR,MSA,FLEETWOOD,,NYRES,NY,NEW YORK NY,2NOVIT NOVITA RESTAURANT,"NY, ",10010,102 E. 22ND ST. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1191,2NUE,NUELA,43 WEST 24TH STRET,NEW YORK,2NYRESTAUR,XX,CE,,NYRES,NY,NEW YORK NY,2NUE NUELA,"NY, ",10010,43 WEST 24TH STRET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1192,2OBIK2,OBIKA MOZZARELLA BAR FLATIRON,928 BROADWAY,NEW YORK,2NYRESTAUR,MSA,CE,,NYRES,NY,NEW YORK NY,2OBIK2 OBIKA MOZZARELLA BAR FLATIRON,"NY, ",10010,928 BROADWAY NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1193,2OTTI,OTTIMO RESTAURANT,6 WEST 24TH STREET,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2OTTI OTTIMO RESTAURANT,"NY, ",10010,6 WEST 24TH STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1194,2PECO,LA PECORA BIANCA,1133 BROADWAY,NEW YORK,2NYRESTAUR,KBU,CE,,NYRES,NY,NEW YORK NY,2PECO LA PECORA BIANCA,"NY, ",10010,1133 BROADWAY NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1195,2PUNC,PUNCH RESTAURANT,913 BROADWAY,NEW YORK,2NYRESTAUR,CCU,FLEETWOOD,,NYRES,NY,NEW YORK NY,2PUNC PUNCH RESTAURANT,"NY, ",10010,913 BROADWAY NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1196,2RIBOL,RIBOLLITA,260 PARK AVENUE SOUTH,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2RIBOL RIBOLLITA,"NY, ",10010,260 PARK AVENUE SOUTH NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1197,2RME,ROSEMARY'S EAST,350 FIRST AVENUE,NEW YORK,2NYRESTAUR,KBU,CE,,NYRES,NY,NEW YORK NY,2RME ROSEMARY'S EAST,"NY, ",10010,350 FIRST AVENUE NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1198,2ROCCOS,ROCCO'S ITALIAN AMERICAN,12 EAST 22 STREET,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2ROCCOS ROCCO'S ITALIAN AMERICAN,"NY, ",10010,12 EAST 22 STREET NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1199,2SD,BLACK BARN RESTAURANT,19 EAST 26TH ST,NEW YORK,2NYRESTAUR,KBU,CE,,NYRES,NY,NEW YORK NY,2SD BLACK BARN RESTAURANT,"NY, ",10010,19 EAST 26TH ST NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1200,2STUZ,STUZZICHINI RESTAURANT,928 BROADWAY,NEW YORK,2NYRESTAUR,XX,FLEETWOOD,,NYRES,NY,NEW YORK NY,2STUZ STUZZICHINI RESTAURANT,"NY, ",10010,928 BROADWAY NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
1201,2TABLA,TABLA,11 MADISON AVE.,NEW YORK,2NYRESTAUR,YYY,FLEETWOOD,,NYRES,NY,NEW YORK NY,2TABLA TABLA,"NY, ",10010,11 MADISON AVE. NEW YORK NY  10010 ,NEW YORK NY  ,MANHATTAN,MIDTOWN,MURRAY HILL,Metro,On premise,-73.9813,40.7375,"[-73.9813, 40.7375]"
